#{"t_start": 1529857601.3847675, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
34.0,960,4605.815686
72.0,1354,4615.910121
86.0,1254,4625.296584
43.0,922,4632.156365
186.0,1522,4643.532135
80.0,1063,4651.454541
63.0,893,4658.111227
102.0,1589,4670.002648
40.0,1103,4678.215871
118.0,1652,4690.560458
59.0,1312,4700.342352
88.0,1324,4710.218023
43.0,885,4716.796588
55.0,965,4723.968933
100.0,1246,4733.26644
80.0,1180,4742.10585
68.0,1501,4753.309724
51.0,1161,4761.98218
13.0,581,4766.279342
65.0,1279,4775.826856
94.0,1674,4788.468336
70.0,1567,4800.329735
123.0,1652,4812.701765
48.0,846,4818.999073
91.0,1473,4829.968545
61.0,883,4836.547111
110.0,1310,4846.344641
238.0,1429,4857.048482
73.0,1357,4867.194965
81.0,1478,4878.242577
82.0,1468,4889.212061
201.0,1323,4899.087732
117.0,1252,4908.447723
118.0,1562,4920.104753
53.0,1224,4929.239849
307.0,1150,4937.818616
102.0,1617,4949.944369
49.0,1034,4957.647999
136.0,999,4965.101633
85.0,1155,4973.742836
45.0,1123,4982.114292
84.0,1124,4990.521105
165.0,1519,5001.88125
94.0,1420,5012.475699
83.0,1103,5020.710634
69.0,1375,5030.945694
37.0,918,5037.774276
183.0,1431,5048.486677
81.0,1188,5057.362272
54.0,1124,5065.737831
85.0,1615,5077.848027
103.0,1448,5088.629987
80.0,1497,5099.818236
177.0,819,5105.978228
209.0,1455,5116.869583
86.0,1503,5128.135951
111.0,1529,5139.558598
118.0,1099,5147.762264
48.0,1232,5156.981629
66.0,1248,5166.317014
102.0,1566,5177.989669
58.0,1191,5186.880899
97.0,1345,5196.928437
74.0,1655,5209.335526
62.0,1387,5219.711219
148.0,1140,5228.220368
90.0,1651,5240.596185
39.0,1145,5249.159258
116.0,1449,5259.956866
86.0,1322,5269.848143
40.0,953,5276.942377
96.0,1648,5289.280943
346.0,1694,5301.922403
106.0,1200,5310.891752
58.0,895,5317.532821
150.0,1613,5329.580504
61.0,1231,5338.784243
40.0,954,5345.888218
152.0,1385,5356.23267
162.0,1283,5365.811434
241.0,1494,5376.968422
81.0,1232,5386.172173
13.0,566,5390.344316
82.0,1326,5400.204483
38.0,884,5406.84619
85.0,1197,5415.893421
100.0,1265,5425.347178
165.0,1343,5435.379099
219.0,1191,5444.270328
241.0,1184,5453.130296
76.0,1177,5461.896631
196.0,1482,5472.964786
72.0,952,5480.05901
223.0,1359,5490.184688
167.0,1498,5501.388572
45.0,805,5507.373338
54.0,1041,5515.155109
52.0,1422,5525.796455
106.0,1412,5536.337867
93.0,1384,5546.666682
185.0,1016,5554.214061
214.0,1167,5562.91789
116.0,1297,5572.621542
218.0,1447,5583.450392
167.0,1611,5595.47756
57.0,1132,5603.915614
179.0,1013,5611.494245
33.0,745,5617.025877
42.0,942,5624.04196
43.0,897,5630.714281
52.0,1346,5640.730698
261.0,1235,5649.959501
115.0,1646,5662.241564
168.0,1490,5673.367318
66.0,1110,5681.61787
54.0,1309,5691.399766
86.0,1088,5699.494065
60.0,1316,5709.373073
96.0,1668,5721.881984
144.0,1549,5733.460894
49.0,1074,5741.477045
59.0,899,5748.180628
195.0,1135,5756.696822
78.0,1134,5765.15056
158.0,1589,5777.093281
71.0,1418,5787.734629
85.0,1203,5796.735221
94.0,1586,5808.579772
65.0,1278,5818.127286
84.0,1357,5828.299832
52.0,1270,5837.778807
86.0,1221,5846.873233
82.0,1488,5857.967649
164.0,1413,5868.546491
145.0,1101,5876.797033
112.0,1493,5887.969657
137.0,1854,5901.856171
83.0,1009,5909.341048
115.0,1578,5921.123085
35.0,611,5925.654649
73.0,1063,5933.561417
59.0,1375,5943.937111
234.0,1563,5955.652443
85.0,1209,5964.699799
90.0,1432,5975.434893
143.0,1677,5988.01385
256.0,1093,5996.233149
48.0,1080,6004.32744
173.0,920,6011.196009
62.0,1403,6021.775483
296.0,1342,6031.807405
58.0,880,6038.385969
13.0,444,6041.620562
234.0,1147,6050.277399
107.0,1383,6060.731215
88.0,1628,6072.916897
96.0,1446,6083.738247
270.0,1557,6095.395277
52.0,1189,6104.286497
94.0,937,6111.271348
50.0,907,6118.021801
93.0,1536,6129.522569
57.0,1288,6139.141123
305.0,1164,6147.813577
29.0,732,6153.251441
87.0,1244,6162.517678
22.0,639,6167.267994
34.0,965,6174.471601
306.0,1188,6183.362822
87.0,1338,6193.363494
292.0,1272,6202.858332
222.0,1074,6210.858867
57.0,1237,6220.093861
93.0,1056,6227.969377
142.0,1656,6240.345215
57.0,1268,6249.845841
52.0,1201,6258.809414
83.0,1361,6268.997595
109.0,1269,6278.466988
123.0,1390,6288.827046
81.0,1341,6298.843352
213.0,1516,6310.18786
195.0,1584,6322.144387
201.0,973,6329.379244
92.0,1379,6339.692435
135.0,1453,6350.568172
58.0,1094,6358.83435
216.0,1525,6370.241354
328.0,1413,6380.792869
224.0,1373,6391.684222
79.0,1395,6402.122421
117.0,1698,6414.82641
204.0,1613,6426.874065
227.0,1547,6438.431425
90.0,1592,6450.291582
96.0,1335,6460.276625
102.0,1368,6471.136739
96.0,1235,6480.387346
267.0,1435,6491.153691
36.0,912,6497.930405
111.0,1670,6510.478119
135.0,1162,6519.166202
285.0,1496,6530.416953
159.0,1237,6539.651935
195.0,1737,6553.418492
313.0,1610,6565.475262
272.0,1688,6578.116743
121.0,1266,6587.586125
77.0,1277,6597.133629
