#{"t_start": 1529880873.161601, "env_id": "Breakout-ramNoFrameskip-v4"}
r,l,t
4.0,256,503.785595
2.0,688,506.098249
0.0,259,506.973319
1.0,197,507.645228
12.0,848,510.489204
1.0,211,511.223592
6.0,412,512.661189
5.0,532,514.442558
7.0,1139,518.242258
3.0,282,519.195438
0.0,416,520.586165
2.0,234,521.383148
7.0,279,522.320646
5.0,568,524.227033
1.0,195,524.898944
2.0,223,525.648994
6.0,533,527.430363
4.0,266,528.321048
1.0,199,529.008594
0.0,127,529.446123
1.0,166,529.993044
1.0,174,530.60245
2.0,275,531.508771
4.0,286,532.493212
3.0,217,533.227626
11.0,927,536.321583
4.0,311,537.368528
12.0,515,539.103019
0.0,132,539.556175
7.0,893,542.525124
3.0,225,543.290799
1.0,152,543.806458
5.0,400,545.150308
0.0,125,545.572202
1.0,155,546.103487
1.0,152,546.619147
3.0,235,547.416084
8.0,552,549.259949
2.0,183,549.885
1.0,152,550.40065
5.0,314,551.46209
3.0,260,552.337148
1.0,173,552.930938
1.0,152,553.446598
2.0,214,554.181021
2.0,182,554.790446
6.0,406,556.149913
3.0,271,557.056224
5.0,382,558.337549
3.0,214,559.056357
4.0,321,560.134545
11.0,472,561.728411
0.0,139,562.197184
3.0,247,563.025363
5.0,328,564.134812
2.0,259,565.009873
7.0,420,566.416225
0.0,213,567.135077
2.0,244,568.197584
0.0,123,568.619497
3.0,469,570.197728
11.0,885,573.166666
0.0,493,574.823028
9.0,773,577.401325
3.0,522,579.151443
6.0,453,580.682794
1.0,296,581.682861
3.0,259,582.557919
0.0,126,582.979833
4.0,292,583.964263
1.0,155,584.495549
0.0,142,584.979961
1.0,189,585.614591
1.0,153,586.145877
11.0,294,587.130317
5.0,315,588.192888
8.0,622,590.271152
7.0,495,591.927514
8.0,1600,597.256015
2.0,302,598.271688
11.0,758,600.803107
0.0,139,601.287524
2.0,181,602.115695
2.0,1411,606.83477
2.0,932,609.959979
5.0,1501,614.960304
3.0,609,616.9917
0.0,126,617.429219
2.0,256,618.304278
2.0,202,618.976208
1.0,174,619.569986
8.0,1996,626.217333
2.0,235,627.014253
3.0,699,629.358168
5.0,2220,636.764904
1.0,233,637.561832
1.0,253,638.40565
11.0,402,639.76516
0.0,145,640.26514
9.0,1329,644.702934
1.0,168,645.281108
6.0,456,646.812452
1.0,247,647.640631
0.0,127,648.078161
2.0,1264,652.312819
11.0,279,653.281633
2.0,223,654.031683
1.0,287,655.016125
1.0,207,655.72086
1.0,231,656.502162
6.0,1315,660.877455
1.0,184,661.502506
3.0,287,662.486938
6.0,774,665.127739
1.0,170,665.721529
1.0,362,666.94037
3.0,290,667.92481
1.0,197,668.581104
4.0,624,670.674985
6.0,821,673.409553
2.0,200,674.09709
0.0,131,674.550245
2.0,220,675.284779
4.0,457,676.816031
2.0,247,677.675453
10.0,710,680.050612
1.0,181,680.675654
0.0,177,681.269444
7.0,347,682.441407
3.0,235,683.238326
5.0,302,684.254018
2.0,259,685.129077
4.0,350,686.316656
2.0,185,686.941708
5.0,367,688.191782
6.0,374,689.441866
1.0,176,690.035655
7.0,249,690.891716
5.0,307,691.954286
2.0,222,692.704336
6.0,387,694.016924
4.0,269,694.923236
6.0,575,696.860865
1.0,173,697.454664
11.0,1089,701.079897
6.0,601,703.345683
6.0,580,705.283312
0.0,271,706.189624
11.0,402,707.549089
0.0,125,707.970983
1.0,221,708.721033
5.0,302,709.736726
7.0,695,712.065017
0.0,125,712.48691
4.0,302,713.502603
1.0,201,714.190148
9.0,358,715.393355
7.0,962,718.612329
4.0,303,719.612386
7.0,695,721.940677
11.0,267,722.84698
0.0,125,723.284507
0.0,248,724.112688
7.0,446,725.621367
11.0,267,726.512063
14.0,645,728.668447
11.0,269,729.574758
0.0,191,730.231052
11.0,267,731.121735
0.0,246,731.949918
4.0,316,732.996872
2.0,537,734.809483
5.0,524,736.840879
0.0,166,737.403407
0.0,127,737.840945
0.0,457,739.372288
0.0,284,740.341103
0.0,203,741.028651
11.0,267,741.93497
7.0,246,742.778767
0.0,386,744.075727
0.0,285,745.028916
7.0,417,746.435261
4.0,260,747.31032
0.0,184,747.950987
7.0,394,749.263575
7.0,246,750.107381
11.0,267,750.998066
6.0,392,752.310654
1.0,180,752.920191
8.0,371,754.170154
7.0,431,755.623375
5.0,316,756.685947
11.0,267,757.592267
0.0,133,758.045413
1.0,191,758.701716
0.0,125,759.123609
1.0,230,759.889285
0.0,132,760.347281
6.0,455,761.894259
1.0,231,762.675572
7.0,246,763.503742
7.0,416,764.910097
2.0,233,765.691399
7.0,449,767.207115
11.0,484,768.832233
3.0,212,769.551022
2.0,236,770.347961
0.0,125,771.01987
7.0,1222,775.082643
4.0,301,776.098336
8.0,469,777.676567
1.0,170,778.254729
8.0,278,779.192292
1.0,187,779.832959
3.0,212,780.536132
2.0,181,781.161173
0.0,126,781.583087
0.0,143,782.067485
4.0,367,783.301942
1.0,182,783.926994
3.0,292,784.92705
5.0,422,786.349031
0.0,353,787.536601
1.0,151,788.05226
3.0,281,788.989822
2.0,199,789.661742
4.0,278,790.614931
4.0,549,792.443178
1.0,196,793.1152
2.0,362,794.318314
6.0,453,795.849231
1.0,341,796.989923
11.0,304,798.036868
6.0,431,799.474475
9.0,1201,803.490357
9.0,703,805.849942
5.0,316,806.912461
1.0,169,807.490625
3.0,545,809.318873
12.0,1457,814.162946
4.0,313,815.225518
3.0,475,816.819384
0.0,182,817.444416
4.0,502,819.116403
1.0,207,819.819575
7.0,295,820.819652
9.0,591,822.80415
3.0,259,823.679218
1.0,152,824.194868
7.0,254,825.05431
1.0,168,825.632463
8.0,596,827.632597
4.0,301,828.648301
2.0,181,829.257708
2.0,249,830.101664
1.0,173,830.691392
7.0,250,831.535189
4.0,247,832.36338
1.0,185,832.98842
7.0,246,833.832218
1.0,179,834.441643
7.0,451,835.941744
2.0,202,836.644916
