#{"t_start": 1529849452.8581557, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
56.0,1253,45279.432181
47.0,1294,45386.269967
37.0,1051,45473.356072
24.0,955,45553.54349
41.0,1011,45634.549074
29.0,900,45705.927179
71.0,1626,45841.644419
37.0,1008,45934.7011
59.0,1205,46045.962353
33.0,636,46103.80621
41.0,1059,46201.031504
39.0,1054,46298.13587
44.0,1078,46395.434121
14.0,628,46451.94874
46.0,879,46535.180052
29.0,848,46611.132535
32.0,769,46679.727234
8.0,470,46721.924056
59.0,1472,46856.229104
70.0,1379,46979.973205
48.0,1346,47101.554543
52.0,1167,47207.538819
29.0,950,47294.458018
13.0,575,47346.008482
43.0,1096,47444.065301
53.0,1295,47560.683482
46.0,1184,47666.713732
19.0,702,47729.728626
92.0,1413,47856.12421
56.0,1433,47984.904422
43.0,1172,48088.645984
1.0,175,48103.502472
46.0,1064,48198.480053
30.0,919,48280.205228
29.0,907,48361.350735
29.0,869,48439.392022
38.0,900,48520.511544
85.0,1419,48650.678962
31.0,823,48723.834048
58.0,1368,48845.325438
39.0,846,48920.89814
33.0,881,48999.507099
50.0,1052,49094.090906
76.0,839,49168.324375
31.0,732,49233.855829
49.0,1013,49324.271024
57.0,1287,49440.211594
25.0,899,49521.022294
43.0,1120,49621.17391
58.0,1160,49725.591085
19.0,734,49791.300436
55.0,1095,49889.152371
45.0,1094,49987.012302
30.0,973,50073.784585
47.0,1061,50169.006027
48.0,1244,50280.611083
47.0,1063,50376.579095
69.0,1535,50515.304613
39.0,1207,50621.850566
45.0,1271,50736.925634
91.0,1304,50855.461716
48.0,1194,50962.080631
37.0,833,51036.248134
80.0,1364,51161.031639
52.0,851,51237.153025
67.0,1327,51356.459667
29.0,788,51426.398595
43.0,1052,51521.613041
31.0,832,51596.206304
47.0,1283,51712.255811
103.0,1420,51840.337426
57.0,1181,51946.705481
48.0,745,52015.737929
69.0,1314,52134.643801
28.0,525,52183.414857
50.0,1208,52291.65584
54.0,1141,52395.077585
59.0,923,52477.980085
56.0,1206,52585.940228
63.0,1149,52689.859689
62.0,1530,52827.595771
40.0,907,52908.248571
37.0,1086,53005.589788
102.0,1337,53126.017787
18.0,495,53169.29599
101.0,1702,53321.827597
35.0,1070,53417.958517
107.0,1648,53566.305521
74.0,1455,53697.838158
44.0,1021,53791.474509
37.0,806,53863.27737
38.0,1053,53960.476678
82.0,1369,54083.91995
19.0,687,54144.579196
35.0,987,54232.600763
55.0,1338,54352.726938
44.0,854,54429.665853
66.0,1460,54561.63624
47.0,1190,54668.425055
76.0,1294,54785.447006
60.0,1420,54913.410688
76.0,1562,55054.719726
55.0,1097,55154.432592
51.0,963,55239.989572
52.0,796,55310.996395
74.0,1391,55439.603709
69.0,1410,55565.401632
77.0,1372,55689.86332
75.0,1556,55832.75645
48.0,1156,55937.31954
47.0,1074,56034.333954
69.0,1497,56168.921841
75.0,1517,56304.743022
58.0,1259,56416.76184
36.0,1001,56506.039688
33.0,1083,56605.393761
38.0,1154,56709.120331
46.0,1157,56812.856894
69.0,1402,56938.932658
231.0,864,57016.351301
73.0,1453,57146.24188
63.0,1248,57258.757412
57.0,1160,57362.691863
72.0,1415,57497.31673
92.0,1185,57606.316276
329.0,1342,57727.586794
51.0,1174,57834.453565
49.0,1197,57942.521647
236.0,1251,58056.701751
46.0,875,58135.241751
102.0,1517,58272.32221
41.0,1049,58368.187283
74.0,1235,58479.664412
57.0,1279,58595.562007
40.0,1009,58686.482913
321.0,1631,58833.795511
60.0,1115,58934.419365
82.0,1501,59070.309506
13.0,575,59120.678646
72.0,1552,59259.245253
70.0,1623,59407.883091
56.0,1336,59527.759406
80.0,1296,59645.805771
59.0,1045,59739.859882
73.0,1055,59835.05434
58.0,1184,59941.882133
76.0,1503,60078.153054
44.0,1310,60197.279801
67.0,1209,60307.4117
28.0,918,60390.094326
39.0,834,60464.722567
37.0,874,60544.610795
369.0,1449,60676.765075
30.0,608,60730.904056
401.0,1397,60856.429136
61.0,1311,60974.991206
42.0,1165,61079.573284
55.0,1261,61193.651922
51.0,1254,61307.162885
46.0,903,61389.087947
43.0,1146,61492.662601
73.0,1155,61598.591418
57.0,1269,61714.154206
79.0,1160,61821.234852
45.0,890,61901.568825
41.0,965,61990.558837
66.0,1050,62084.433052
54.0,968,62173.549991
55.0,1027,62264.980605
219.0,1640,62414.204106
93.0,1254,62527.232347
21.0,889,62607.00664
230.0,1075,62706.388697
83.0,1359,62830.074832
70.0,1170,62936.364932
80.0,1127,63041.219854
67.0,1056,63134.719283
26.0,665,63194.667934
76.0,1493,63332.377034
60.0,1127,63433.269227
31.0,1037,63528.648579
11.0,483,63571.938776
42.0,872,63651.371263
83.0,1390,63777.061249
64.0,1269,63893.389598
50.0,1208,64002.944827
29.0,936,64087.811202
30.0,1061,64183.279503
65.0,1557,64325.747875
79.0,1524,64464.357458
48.0,1026,64557.054346
91.0,1488,64691.237465
57.0,1043,64785.045716
35.0,741,64854.221082
63.0,1551,64995.146338
31.0,869,65074.812693
239.0,1886,65249.232758
75.0,1168,65356.34139
67.0,1494,65492.346465
48.0,1306,65611.166386
99.0,1308,65728.803984
66.0,1462,65861.716832
260.0,1760,66023.587086
56.0,1216,66133.449141
85.0,1408,66260.662252
108.0,1260,66374.911793
56.0,1195,66481.85352
65.0,1198,66590.275398
52.0,1110,66693.881037
45.0,1122,66795.24296
59.0,1192,66904.791195
48.0,1368,67028.476329
11.0,522,67074.994675
22.0,710,67137.769709
95.0,1667,67290.105427
83.0,1432,67419.866079
253.0,1485,67556.189971
66.0,1125,67657.654836
42.0,1166,67762.384831
51.0,1153,67866.892952
51.0,1234,67978.181188
39.0,1111,68078.315816
51.0,1261,68193.697706
67.0,1257,68308.529914
272.0,1532,68447.228444
72.0,1289,68564.227409
67.0,1299,68683.628997
77.0,1563,68828.784829
69.0,1264,68943.237253
261.0,1257,69058.48722
53.0,1235,69171.219628
55.0,919,69256.193941
98.0,1466,69390.6589
83.0,1125,69493.146179
69.0,1493,69631.284032
61.0,1361,69755.796201
70.0,1138,69858.710236
69.0,1520,69992.205748
79.0,1270,70093.094943
39.0,596,70139.843157
200.0,1183,70233.800325
73.0,1484,70351.797717
43.0,1171,70443.827988
27.0,835,70508.481943
44.0,935,70581.866897
23.0,574,70626.325425
60.0,1053,70709.293886
31.0,761,70768.196142
69.0,1214,70864.044222
56.0,1050,70946.375051
47.0,1199,71040.516112
82.0,1165,71131.690873
50.0,634,71180.87569
253.0,1343,71289.106296
50.0,1124,71392.447593
91.0,1566,71536.903826
186.0,1233,71651.140373
54.0,835,71732.14896
102.0,1447,71869.091497
84.0,1523,72011.122119
265.0,1412,72144.487706
179.0,1088,72247.566483
59.0,801,72319.747127
90.0,1324,72427.872685
25.0,691,72481.535938
37.0,914,72561.380189
79.0,1389,72676.743092
62.0,1314,72780.275772
51.0,1002,72858.657862
54.0,1136,72950.3993
38.0,913,73028.694439
45.0,1033,73109.18632
43.0,1059,73191.654069
116.0,1577,73315.355222
86.0,1125,73403.454746
79.0,1399,73513.010974
121.0,1797,73654.085145
63.0,1103,73740.708514
35.0,915,73812.458403
188.0,1007,73890.723562
41.0,753,73949.335979
68.0,1411,74061.727584
129.0,1723,74197.680687
212.0,1363,74303.976786
62.0,1115,74391.590586
84.0,1250,74490.082156
37.0,970,74566.37944
54.0,1002,74645.564071
74.0,1166,74736.842771
276.0,1469,74851.234231
58.0,1089,74937.130015
378.0,1797,75079.038707
87.0,1341,75184.341375
78.0,1527,75310.940838
29.0,783,75383.07151
55.0,1274,75502.189261
50.0,991,75593.721816
136.0,1558,75739.026566
89.0,1460,75875.544346
