#{"t_start": 1529850052.681094, "env_id": "Breakout-ramNoFrameskip-v4"}
r,l,t
2.0,186,350.136267
1.0,154,350.683179
7.0,254,351.558237
0.0,137,352.05828
7.0,257,352.948955
5.0,312,354.027163
5.0,536,355.886662
2.0,201,356.589834
3.0,351,357.839909
2.0,1105,361.699551
8.0,420,363.199651
5.0,321,364.355978
2.0,204,365.121644
0.0,126,365.590435
3.0,246,366.465484
1.0,204,367.184282
2.0,214,367.949958
0.0,126,368.403114
8.0,487,370.106353
3.0,386,371.497081
1.0,181,372.122113
1.0,204,372.856547
8.0,313,373.95036
2.0,212,374.731671
0.0,143,375.247332
4.0,439,376.778684
3.0,244,377.622491
2.0,187,378.294401
2.0,353,379.528858
2.0,212,380.263381
0.0,131,380.732063
0.0,316,381.825897
1.0,161,382.40405
3.0,420,383.872909
1.0,154,384.404184
2.0,182,385.060478
2.0,251,385.935536
0.0,173,386.544952
4.0,292,387.560655
0.0,149,388.091931
6.0,435,389.592031
2.0,341,390.779611
4.0,453,392.342215
1.0,274,393.31103
9.0,1912,399.905231
1.0,485,401.592844
7.0,1109,405.436841
11.0,1897,411.968529
0.0,576,413.968662
4.0,670,416.281341
4.0,652,418.547093
8.0,1273,422.938012
4.0,377,424.250601
0.0,127,424.703755
4.0,910,427.84459
4.0,833,430.719872
2.0,369,432.001118
1.0,287,433.001185
0.0,146,433.516845
0.0,337,434.688798
2.0,304,435.751369
5.0,651,438.001529
2.0,240,438.8297
3.0,384,440.157923
5.0,701,442.611202
1.0,200,443.314375
0.0,135,443.783156
3.0,829,446.658349
7.0,3091,457.315312
5.0,572,459.299819
1.0,730,461.815612
4.0,405,463.221956
4.0,687,465.597115
2.0,275,466.550304
0.0,529,468.378551
0.0,598,470.4412
3.0,476,472.097551
2.0,1002,475.53528
7.0,1051,479.160532
1.0,169,479.754313
0.0,673,482.301358
2.0,1466,487.348571
3.0,246,488.208003
2.0,234,489.020557
3.0,270,489.95812
5.0,355,491.208204
5.0,307,492.270775
0.0,201,492.973957
1.0,355,494.208405
2.0,198,494.89596
5.0,364,496.161669
1.0,262,497.083596
2.0,210,497.818021
11.0,468,499.427503
3.0,324,500.552579
3.0,241,501.396385
4.0,260,502.318331
3.0,289,503.318389
1.0,184,503.959057
2.0,197,504.662229
4.0,259,505.568549
1.0,200,506.256085
0.0,124,506.693615
0.0,129,507.14677
4.0,274,508.115585
2.0,197,508.80313
3.0,247,509.662565
3.0,235,510.490743
0.0,125,510.928273
3.0,315,512.037721
5.0,360,513.287806
6.0,326,514.428507
3.0,247,515.287939
4.0,287,516.288006
0.0,158,516.850544
3.0,300,517.897489
0.0,217,518.647539
3.0,304,519.71012
0.0,132,520.178892
0.0,215,520.928952
12.0,473,522.569677
7.0,1770,528.663844
0.0,919,531.835921
0.0,1656,537.539428
9.0,1288,541.992861
10.0,1246,546.290023
3.0,1278,550.962201
0.0,636,553.165483
0.0,1603,558.681468
6.0,949,561.962936
0.0,1293,566.400734
4.0,1965,573.244943
4.0,766,575.932621
0.0,1979,582.792465
5.0,1307,587.589651
7.0,3400,599.309185
0.0,270,600.246758
7.0,566,602.215629
1.0,378,603.512591
6.0,490,605.21583
3.0,255,606.106515
9.0,583,608.137911
0.0,172,608.747327
4.0,240,609.591133
5.0,287,610.591189
2.0,236,611.41937
2.0,200,612.106915
0.0,216,612.872602
2.0,303,613.919538
5.0,512,615.700917
1.0,174,616.310323
1.0,204,617.029119
1.0,213,617.779171
2.0,232,618.591725
3.0,258,619.498045
0.0,302,620.544981
7.0,252,621.435666
0.0,473,623.107662
5.0,713,625.560941
7.0,694,627.967352
5.0,881,630.998805
0.0,1044,634.608431
4.0,573,636.59293
6.0,1617,642.171437
2.0,197,642.858974
0.0,150,643.390259
0.0,214,644.140319
7.0,253,645.015368
0.0,215,645.765418
0.0,148,646.296703
6.0,1279,650.718874
0.0,211,651.453308
3.0,286,652.453375
0.0,174,653.062781
8.0,375,654.375368
4.0,403,655.766087
4.0,522,657.578709
3.0,542,659.453834
8.0,875,662.485296
3.0,230,663.297851
0.0,239,664.126031
2.0,279,665.094836
2.0,476,666.751197
4.0,1559,672.11093
2.0,307,673.189137
3.0,268,674.1267
0.0,245,674.970497
3.0,247,675.845555
7.0,560,677.783184
1.0,343,678.970774
3.0,280,679.939579
0.0,155,680.4865
4.0,322,681.611566
0.0,276,682.580381
5.0,512,684.346133
2.0,320,685.471199
11.0,596,687.533837
3.0,958,690.846558
2.0,342,692.034138
0.0,338,693.2061
1.0,566,695.159347
4.0,322,696.284422
0.0,653,698.534573
0.0,633,700.706594
2.0,1954,707.441418
8.0,905,710.566627
0.0,954,713.863723
9.0,2791,723.458212
1.0,1113,727.302122
4.0,1232,731.536781
1.0,642,733.740053
3.0,380,735.068266
0.0,408,736.474611
11.0,2908,746.475289
4.0,274,747.428469
12.0,666,749.725507
0.0,159,750.288035
8.0,294,751.319354
3.0,272,752.272543
0.0,126,752.710071
1.0,152,753.241357
4.0,302,754.303928
0.0,155,754.835223
1.0,357,756.085297
1.0,316,757.179131
4.0,395,758.804229
3.0,227,759.601159
0.0,125,760.038687
1.0,153,760.585599
11.0,267,761.523161
1.0,170,762.116961
2.0,203,762.835748
6.0,317,763.929582
1.0,304,765.007769
11.0,267,765.929716
11.0,273,766.898521
2.0,203,767.601703
7.0,746,770.195616
0.0,314,771.289439
0.0,151,771.820735
7.0,3525,783.993414
7.0,472,785.634149
9.0,439,787.165502
1.0,282,788.149943
11.0,1522,793.681562
0.0,234,794.494127
1.0,621,796.650521
8.0,478,798.306873
7.0,2518,806.963701
7.0,417,808.416933
5.0,478,810.073284
8.0,968,813.417257
9.0,870,816.417458
1.0,1355,821.089646
2.0,722,823.574197
1.0,853,826.527519
2.0,345,827.980733
4.0,408,829.402702
3.0,232,830.215256
9.0,771,832.871684
1.0,151,833.402969
1.0,202,834.121767
0.0,125,834.559306
0.0,161,835.121844
1.0,172,835.73126
5.0,371,837.028212
0.0,190,837.700141
5.0,346,838.903337
2.0,273,839.872152
4.0,850,842.809849
11.0,520,844.62247
4.0,265,845.544407
1.0,166,846.122571
5.0,315,847.23202
0.0,174,847.841446
2.0,257,848.747756
0.0,150,849.279031
2.0,198,849.966577
0.0,408,851.388548
1.0,218,852.154234
2.0,183,852.794891
11.0,555,854.716895
1.0,176,855.326321
4.0,814,858.138999
3.0,246,858.998431
9.0,1713,864.905077
1.0,178,865.530128
2.0,220,866.295794
1.0,192,866.967732
2.0,1031,870.530453
11.0,293,871.561771
0.0,125,871.999312
5.0,303,873.061872
2.0,202,873.765044
5.0,444,875.296483
4.0,320,876.421472
1.0,201,877.124644
4.0,354,878.359148
1.0,248,879.218544
4.0,260,880.140473
3.0,534,881.984344
11.0,463,883.593836
1.0,209,884.328251
2.0,214,885.078306
4.0,275,886.03149
1.0,153,886.562775
2.0,182,887.219069
12.0,415,888.656665
9.0,400,890.047383
10.0,664,892.360048
7.0,248,893.235164
2.0,404,894.625814
2.0,250,895.500873
5.0,310,896.57907
6.0,365,898.141674
7.0,384,899.469899
1.0,191,900.141809
2.0,232,900.954364
2.0,487,902.641986
4.0,337,903.81393
2.0,264,904.735866
3.0,340,905.923455
4.0,303,906.970391
2.0,265,907.907953
2.0,258,908.798638
6.0,389,910.158114
1.0,239,910.986284
3.0,228,911.783222
3.0,239,912.627019
2.0,341,913.799092
0.0,329,914.939675
0.0,295,915.970993
5.0,405,917.377337
2.0,204,918.096145
1.0,220,918.861811
5.0,577,920.861945
3.0,247,921.737004
6.0,342,922.924583
3.0,427,924.424693
4.0,332,925.581011
4.0,259,926.487321
4.0,379,927.799919
10.0,558,929.753164
0.0,595,931.800176
1.0,171,932.393966
3.0,322,933.519047
1.0,178,934.144083
3.0,272,935.081646
1.0,153,935.628558
3.0,229,936.425496
12.0,519,938.222481
1.0,244,939.081924
3.0,234,939.894477
3.0,327,941.035169
9.0,615,943.160311
6.0,347,944.379144
1.0,278,945.347957
5.0,568,947.301223
1.0,872,950.31704
1.0,220,951.082717
1.0,152,951.614002
1.0,985,955.004864
1.0,404,956.411197
15.0,616,958.551966
1.0,514,960.317709
1.0,738,962.880381
6.0,484,964.552377
2.0,266,965.474314
2.0,613,967.599457
7.0,2761,977.178222
0.0,137,977.662631
0.0,499,979.412737
2.0,438,980.928463
5.0,1764,986.991368
0.0,705,989.429032
1.0,824,992.272982
11.0,1269,996.632639
3.0,1533,1001.929867
2.0,607,1004.023757
3.0,2887,1013.946297
11.0,1513,1019.149771
5.0,2021,1026.10337
11.0,1229,1030.338019
5.0,542,1032.213144
2.0,340,1033.400724
1.0,1580,1038.838587
0.0,468,1040.463696
1.0,1461,1045.479656
3.0,1236,1049.745576
11.0,767,1052.41763
3.0,322,1053.527079
4.0,336,1054.699023
1.0,292,1055.714726
0.0,696,1058.121127
0.0,288,1059.121194
0.0,433,1060.621304
2.0,839,1063.512112
12.0,1198,1067.637388
3.0,299,1068.684344
4.0,307,1069.731278
2.0,206,1070.465702
4.0,271,1071.403265
0.0,127,1071.85642
1.0,203,1072.559603
7.0,404,1073.965947
0.0,124,1074.403476
7.0,421,1075.856688
5.0,342,1077.044268
2.0,198,1077.74744
8.0,463,1079.341306
11.0,267,1080.278859
2.0,190,1080.935153
1.0,201,1081.653961
11.0,399,1083.029042
7.0,434,1084.54477
2.0,221,1085.310455
3.0,638,1087.529343
2.0,239,1088.357525
0.0,126,1088.81068
3.0,479,1090.467051
11.0,504,1092.201531
12.0,1986,1099.045749
7.0,715,1101.514654
2.0,182,1102.155333
7.0,420,1103.608545
5.0,350,1104.827376
1.0,214,1105.577426
1.0,173,1106.186842
11.0,471,1107.811951
1.0,245,1108.671383
7.0,253,1109.562068
1.0,154,1110.093364
2.0,181,1110.734031
2.0,183,1111.374699
7.0,442,1112.921668
11.0,351,1114.140509
11.0,740,1116.70317
8.0,784,1119.406476
13.0,378,1120.719074
2.0,330,1121.875401
1.0,366,1123.141101
8.0,763,1125.781903
2.0,361,1127.047613
5.0,763,1129.672788
1.0,454,1131.251019
1.0,246,1132.110451
13.0,708,1134.548114
0.0,128,1135.00127
6.0,473,1136.642015
11.0,300,1137.688959
9.0,469,1139.298432
7.0,416,1141.064175
9.0,329,1142.204878
0.0,132,1142.673658
12.0,566,1144.64254
12.0,532,1146.486413
7.0,479,1148.14279
6.0,330,1149.299111
10.0,689,1151.689886
2.0,188,1152.34619
1.0,229,1153.143117
0.0,199,1153.84629
3.0,231,1154.658835
2.0,220,1155.424511
1.0,245,1156.283943
1.0,159,1156.846491
6.0,528,1158.674728
0.0,126,1159.127893
7.0,390,1160.471723
0.0,134,1160.94069
6.0,382,1162.268718
1.0,213,1163.018768
4.0,302,1164.065724
2.0,262,1164.98766
1.0,186,1165.628318
2.0,408,1167.050288
7.0,1286,1171.488086
8.0,658,1173.769488
1.0,459,1175.707118
5.0,654,1177.972895
6.0,438,1179.504246
0.0,128,1179.957402
5.0,317,1181.066851
11.0,510,1182.832594
11.0,458,1184.42646
11.0,468,1186.05156
9.0,489,1187.754798
11.0,283,1188.739283
5.0,336,1189.926818
0.0,125,1190.379984
1.0,152,1190.91126
1.0,162,1191.489561
2.0,200,1192.192595
0.0,126,1192.630125
7.0,369,1193.927086
9.0,519,1195.724082
11.0,331,1196.896045
2.0,199,1197.599207
1.0,171,1198.208633
1.0,171,1198.802423
5.0,313,1199.911862
1.0,174,1200.521277
0.0,123,1200.958817
0.0,130,1201.411962
11.0,267,1202.349525
1.0,177,1202.974566
1.0,173,1203.583982
2.0,218,1204.334032
1.0,202,1205.05283
0.0,131,1205.505987
6.0,366,1206.787321
10.0,402,1208.17804
7.0,609,1210.303182
1.0,217,1211.365763
2.0,459,1212.959619
8.0,663,1215.256638
0.0,245,1216.116081
4.0,420,1217.584919
7.0,364,1218.850639
3.0,802,1221.616438
1.0,174,1222.225854
6.0,365,1223.491563
1.0,263,1224.413503
3.0,228,1225.226055
1.0,172,1225.819845
1.0,153,1226.366757
3.0,344,1227.554345
1.0,268,1228.491908
9.0,323,1229.616984
6.0,345,1230.82018
5.0,391,1232.179655
6.0,590,1234.211041
7.0,490,1235.929896
12.0,515,1237.726891
1.0,257,1238.633212
2.0,210,1239.367626
4.0,244,1240.211432
1.0,152,1240.758344
1.0,172,1241.36776
8.0,584,1243.399146
3.0,310,1244.477343
2.0,469,1246.102451
11.0,351,1247.321283
1.0,153,1247.852569
8.0,465,1249.477677
4.0,314,1250.571501
8.0,480,1252.243487
1.0,334,1253.399815
7.0,249,1254.259247
1.0,169,1254.868663
1.0,228,1255.665592
12.0,523,1257.462596
13.0,569,1259.478346
2.0,193,1260.150265
3.0,255,1261.04095
4.0,280,1262.025392
6.0,344,1263.212971
1.0,153,1263.744256
1.0,154,1264.291168
3.0,374,1265.588129
2.0,507,1267.353884
2.0,208,1268.0883
7.0,459,1269.666528
7.0,1201,1273.80743
4.0,245,1274.682498
4.0,347,1275.885694
2.0,180,1276.526361
9.0,489,1278.229611
1.0,152,1278.760886
8.0,1709,1284.667531
2.0,574,1286.652046
1.0,152,1287.198951
2.0,232,1287.99589
7.0,246,1288.855311
3.0,295,1289.88664
0.0,125,1290.324168
3.0,232,1291.136714
1.0,171,1291.730513
1.0,153,1292.277415
14.0,824,1295.121365
2.0,218,1295.887042
7.0,779,1298.574722
2.0,460,1300.168569
2.0,211,1300.902992
7.0,487,1302.590605
5.0,403,1303.996949
11.0,353,1305.21578
10.0,385,1306.559621
3.0,284,1307.559688
7.0,249,1308.434746
3.0,243,1309.278562
7.0,259,1310.184863
1.0,187,1310.856783
3.0,300,1311.903738
0.0,125,1312.341257
5.0,308,1313.419455
11.0,267,1314.357017
7.0,515,1316.138386
2.0,256,1317.029071
8.0,698,1319.451107
1.0,153,1319.982403
10.0,789,1322.716961
6.0,646,1324.951478
11.0,289,1325.967169
11.0,267,1326.904742
2.0,248,1327.779789
2.0,203,1328.482963
0.0,143,1328.982996
5.0,431,1330.498722
4.0,259,1331.405033
5.0,307,1332.48323
2.0,651,1334.73338
9.0,728,1337.249174
4.0,279,1338.233614
9.0,618,1340.374393
1.0,247,1341.233816
2.0,308,1342.296386
6.0,405,1343.70274
10.0,447,1345.249708
2.0,197,1345.952891
4.0,321,1347.077966
3.0,341,1348.265671
11.0,890,1351.32824
6.0,395,1352.703342
2.0,215,1353.453383
5.0,547,1355.344134
3.0,370,1356.62547
2.0,214,1357.391146
1.0,432,1358.891246
5.0,371,1360.188207
3.0,255,1361.063277
4.0,301,1362.125838
7.0,497,1363.860329
8.0,1329,1368.43876
8.0,445,1369.985739
3.0,229,1370.798293
11.0,718,1373.2829
2.0,674,1375.657993
1.0,153,1376.204904
2.0,180,1376.830035
11.0,967,1380.205172
0.0,136,1380.673953
2.0,374,1381.986551
4.0,438,1383.517893
6.0,398,1384.908611
2.0,242,1385.768044
4.0,307,1386.846241
0.0,124,1387.299407
1.0,171,1387.908813
1.0,151,1388.440098
4.0,296,1389.487044
2.0,244,1390.346475
2.0,182,1390.971528
5.0,1481,1396.143747
2.0,211,1396.878163
2.0,180,1397.503204
4.0,311,1398.612664
2.0,200,1399.315825
2.0,182,1399.956619
0.0,124,1400.409648
3.0,229,1401.222213
3.0,214,1401.972253
1.0,154,1402.519166
7.0,453,1404.097405
4.0,357,1405.363114
2.0,351,1406.597562
8.0,417,1408.066411
2.0,182,1408.722705
0.0,125,1409.160233
5.0,345,1410.36344
2.0,323,1411.488525
3.0,226,1412.285444
4.0,297,1413.348024
4.0,297,1414.394959
10.0,455,1416.020068
3.0,232,1416.879511
2.0,1671,1422.645511
6.0,394,1424.020603
13.0,549,1425.926981
4.0,377,1427.23959
2.0,249,1428.099002
5.0,373,1429.395963
3.0,397,1430.771065
7.0,255,1431.661739
9.0,457,1433.23998
7.0,343,1434.427559
2.0,222,1435.208861
9.0,641,1437.42775
1.0,151,1437.94342
7.0,386,1439.287259
10.0,802,1442.068696
2.0,182,1442.693727
1.0,172,1443.303143
5.0,306,1444.365868
7.0,471,1446.006449
3.0,269,1446.944011
5.0,345,1448.147217
12.0,303,1449.209788
2.0,204,1449.928596
0.0,125,1450.366125
2.0,182,1451.006794
2.0,182,1451.647451
4.0,278,1452.616266
1.0,331,1453.756967
3.0,458,1455.350824
12.0,1171,1459.366727
2.0,786,1462.085649
0.0,1319,1466.617213
2.0,2144,1473.992695
3.0,1762,1480.055611
1.0,828,1482.915169
7.0,3932,1496.416071
3.0,669,1498.728725
3.0,248,1499.588158
0.0,125,1500.041314
0.0,125,1500.478843
3.0,351,1501.697674
0.0,124,1502.135214
0.0,125,1502.572733
0.0,124,1503.010272
0.0,125,1503.463428
0.0,125,1503.900947
5.0,291,1504.916639
8.0,297,1505.947969
0.0,124,1506.385488
0.0,124,1506.823027
2.0,203,1507.541936
2.0,201,1508.244997
0.0,129,1508.698152
2.0,345,1509.901348
0.0,124,1510.338877
3.0,328,1511.479579
4.0,311,1512.557775
2.0,376,1513.870363
0.0,287,1514.87043
4.0,308,1515.933001
4.0,267,1516.870564
0.0,125,1517.308094
7.0,448,1518.855081
0.0,125,1519.308238
4.0,365,1520.573936
0.0,125,1521.011476
1.0,173,1521.620892
0.0,125,1522.074047
3.0,256,1522.995984
7.0,564,1524.94923
0.0,195,1525.636786
3.0,261,1526.543161
4.0,408,1527.965056
2.0,421,1529.433904
1.0,153,1529.965191
4.0,514,1531.74656
4.0,316,1532.840382
4.0,316,1533.934216
3.0,301,1534.981151
4.0,361,1536.231235
3.0,950,1539.528329
